,Crime Type,Year,Latitude (Arlington),Longitude (Arlington)
4144,IDENTITY THEFT,2019,38.86943405,-77.04796891
4145,ROBBERY,2019,38.89015313,-77.08598318
4146,OBTAINING MONEY = $500 OR SIGNATURE BY FALSE PRETENSES,2019,38.88822367,-77.08305784
4147,MANUF/SELL/GIVE/DISTRIBUTE/PWID CONTROL SUBSTANCE: FELONY,2019,38.89144087,-77.08517605
4148,INTENTIONALLY DESTROY/DEFACE/DAMAGE PROPERTY $1000 (VANDALISM/DESTRUCTION OF PROPERTY),2019,38.89612272,-77.07402137
4149,PETIT LARCENY: SHOPLIFTING,2019,38.87549335,-77.10880202
4150,GRAND LARCENY: MOTOR VEHICLE THEFT,2019,38.86271778,-77.06135643
4151,OBTAINING MONEY BY FALSE PRETENSES $500,2019,38.88866219,-77.08500943
4152,ENTERING OR SETTING IN MOTION VEHICLE,2019,38.87978094,-77.11548261
4153,GRAND LARCENY: MOTOR VEHICLE THEFT,2019,38.88844058,-77.07956495
4154,PETIT LARCENY: THEFT FROM BUILDING,2019,38.88889529,-77.11230444
4155,FALSELY SUMMON OR FALSE REPORT TO POLICE,2019,38.89558852,-77.08941944
4156,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.88991652,-77.10555472
4157,DUI,2019,38.84849028,-77.07870212
4158,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.90411813,-77.13018846
4159,GRAND LARCENY: ALL OTHER LARCENY,2019,38.87557492,-77.12617945
4160,POSSESSION OF MARIJUANA,2019,38.84811675,-77.08924259
4161,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.88008109,-77.10607022
4162,DUI,2019,38.86751503,-77.06704188
4163,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.89341516,-77.09335817
4164,POSSESSION OF MARIJUANA,2019,38.83882105,-77.08651799
4165,"TAMPERING WITH VEHICLE (ENTER ONLY, NO DAMAGE OR THEFT)",2019,38.87976931,-77.11341273
4166,BURGLARY: W/ INTENT TO COMMIT LARCENY/ASSAULT & BATTERY/OTHER FELONY,2019,38.886542600000006,-77.09266273
4167,PETIT LARCENY: ALL OTHER LARCENY,2019,38.89672655,-77.11825185
4168,"HIT AND RUN - ATTENDED PROPERTY: DAMAGE $1,000",2019,38.86670193,-77.07537128
4169,GRAND LARCENY: THEFT FROM BUILDING,2019,38.85714614,-77.05210136
4170,IDENTITY THEFT,2019,38.84149975,-77.08774149
4171,PETIT LARCENY: ALL OTHER LARCENY,2019,38.88545804,-77.10973716
4172,GRAND LARCENY: ALL OTHER LARCENY,2019,38.88074978,-77.11277351
4173,PETIT LARCENY: ALL OTHER LARCENY,2019,38.89025928,-77.08604838
4174,INTENTIONALLY DESTROY/DEFACE/DAMAGE PROPERTY $1000 (VANDALISM/DESTRUCTION OF PROPERTY),2019,38.88418921,-77.15967358
4175,POSSESSION OF MARIJUANA,2019,38.89774259,-77.11553744
4176,CREDIT CARD FRAUD =$500 W/IN 6 MONTHS,2019,38.85132913,-77.11065506
4177,BURGLARY: BREAK & ENTER AT NIGHT W/ INTENT TO COMMIT A FELONY OR LARCENY,2019,38.84885882,-77.07439736
4178,POSSESSION OF SCHEDULE I/II CONTROLLED SUBSTANCE,2019,38.84484669,-77.08548616
4179,GRAND LARCENY: THEFT FROM BUILDING,2019,38.89514619,-77.08132035
4180,"HIT AND RUN - ATTENDED PROPERTY: DAMAGE $1,000",2019,38.86567292,-77.06373667
4181,POSSESSION OF MARIJUANA,2019,38.87983068,-77.11321673
4182,GRAND LARCENY: MOTOR VEHICLE THEFT,2019,38.86065625,-77.05399274
4183,PETIT LARCENY: THEFT FROM MOTOR VEHICLE 3+ OFFENSE,2019,38.88926752,-77.09149142
4184,HIT AND RUN - UNATTENDED PROPERTY: DAMAGE ONLY,2019,38.84846422,-77.05169759
4185,GRAND LARCENY: ALL OTHER LARCENY,2019,38.898683899999995,-77.06906735
4186,"HIT AND RUN - ATTENDED PROPERTY: DAMAGE $1,000",2019,38.86161781,-77.06131008
4187,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.91739925,-77.11458241
4188,PETIT LARCENY: SHOPLIFTING,2019,38.86237469,-77.05952763
4189,PETIT LARCENY: SHOPLIFTING,2019,38.862536600000006,-77.06143565
4190,OBTAINING MONEY BY FALSE PRETENSES $500,2019,38.88937208,-77.08209871
4191,Justifiable Homicide,2019,38.86412124,-77.06194674
4192,ROBBERY,2019,38.8638502,-77.05870308
4193,GRAND LARCENY: THEFT FROM BUILDING,2019,38.88107528,-77.11231771
4194,BURGLARY: W/ INTENT TO COMMIT LARCENY/ASSAULT & BATTERY/OTHER FELONY,2019,38.83509698,-77.09771140000001
4195,OBTAINING MONEY = $500 OR SIGNATURE BY FALSE PRETENSES,2019,38.89678216,-77.09694942
4196,GRAND LARCENY: THEFT FROM BUILDING,2019,38.89416772,-77.0788605
4197,ROBBERY,2019,38.84890551,-77.05868986
4198,HIT AND RUN - UNATTENDED PROPERTY: DAMAGE ONLY,2019,38.85575678,-77.10728938
4199,POSSESSION OF MARIJUANA,2019,38.86861346,-77.04515949
4200,"TAMPERING WITH VEHICLE (ENTER ONLY, NO DAMAGE OR THEFT)",2019,38.90030022,-77.13553074
4201,STRANGULATION,2019,38.84888524,-77.08485225
4202,ASSAULT OR BATTERY BY MOB,2019,38.87289385,-77.10396835
4203,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.84878395,-77.05854791
4204,ASSAULT & BATTERY: FAMILY MEMBER,2019,38.87922386,-77.0884123
4205,"TAMPERING WITH VEHICLE (ENTER ONLY, NO DAMAGE OR THEFT)",2019,38.89462003,-77.10351605
4206,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.89625247,-77.10182111
4207,INTENTIONALLY DESTROY/DEFACE/DAMAGE PROPERTY $1000 (VANDALISM/DESTRUCTION OF PROPERTY),2019,38.8626791,-77.08168911
4208,PETIT LARCENY: ALL OTHER LARCENY 3+ OFFENSE,2019,38.88100559,-77.11096532
4209,OBTAINING MONEY = $500 OR SIGNATURE BY FALSE PRETENSES,2019,38.89634612,-77.09440692
4210,GRAND LARCENY: THEFT FROM BUILDING,2019,38.88853662,-77.08427842
4211,INTENTIONALLY DESTROY/DEFACE/DAMAGE PROPERTY $1000 (VANDALISM/DESTRUCTION OF PROPERTY),2019,38.87792574,-77.10473654
4212,POSSESSION OF MARIJUANA,2019,38.85478975,-77.05681095
4213,PETIT LARCENY: THEFT FROM BUILDING,2019,38.88773957,-77.08730413
4214,"HIT AND RUN - ATTENDED PROPERTY: DAMAGE $1,000",2019,38.8670353,-77.09412662
4215,PETIT LARCENY: THEFT FROM BUILDING,2019,38.88900147,-77.08301135
4216,USE COMPUTER FOR HARASSMENT,2019,38.87991926,-77.08321317
4217,POSSESSION OF MARIJUANA,2019,38.88794476,-77.10594454
4218,PUBLIC DRUNKENNESS (DRUNK IN PUBLIC),2019,38.85871815,-77.09821861
4219,PUBLIC DRUNKENNESS (DRUNK IN PUBLIC),2019,38.88810986,-77.09556609
4220,PUBLIC SWEARING OR INTOXICATION (DRUNK IN PUBLIC),2019,38.85688745,-77.10030093
4221,PUBLIC DRUNKENNESS (DRUNK IN PUBLIC),2019,38.86805304,-77.11700557
4222,ASSAULT OR BATTERY BY MOB,2019,38.88914066,-77.16683946
4223,DUI,2019,38.85513451,-77.09198129
4224,PUBLIC SWEARING OR INTOXICATION (DRUNK IN PUBLIC),2019,38.86178919,-77.0584429
4225,PUBLIC DRUNKENNESS (DRUNK IN PUBLIC),2019,38.84298501,-77.08374376
4226,GRAND LARCENY: ALL OTHER LARCENY,2019,38.856382399999994,-77.05367092
4227,PETIT LARCENY: ALL OTHER LARCENY,2019,38.85054686,-77.11632013
4228,ASSAULT & BATTERY,2019,38.85841964,-77.11925363
4229,INTENTIONALLY DESTROY/DEFACE/DAMAGE PROPERTY =$1000 (VANDALISM/DESTRUCTION OF PROPERTY),2019,38.86304474,-77.06343536
4230,POSSESSION OF SCHEDULE I/II CONTROLLED SUBSTANCE,2019,38.84954266,-77.08544555
4231,ASSAULT & BATTERY,2019,38.84744755,-77.06766122
4232,GRAND LARCENY: THEFT FROM BUILDING,2019,38.88151689,-77.08548902
4233,ASSAULT & BATTERY,2019,38.86359612,-77.05316753
4234,ASSAULT & BATTERY: POLICE/FIRE/EMT/JUDGE/ETC OR BIAS MOTIVATED W/ BODILY INJURY,2019,38.84514246,-77.08207436
4235,CREDIT CARD FRAUD =$500 W/IN 6 MONTHS,2019,38.8646961,-77.06152391
4236,FILM/PHOTOGRAPH NONCONSENTING PERSON,2019,38.86494294,-77.05129804
4237,GRAND LARCENY: MOTOR VEHICLE THEFT,2019,38.84135963,-77.09053603
4238,OBTAINING MONEY = $500 OR SIGNATURE BY FALSE PRETENSES,2019,38.85731604,-77.0471355
4239,ASSAULT & BATTERY,2019,38.85426694,-77.05223538
4240,POSSESSION OF MARIJUANA,2019,38.92212477,-77.13168498
4241,GRAND LARCENY: THEFT FROM BUILDING,2019,38.92306184,-77.12577989
4242,GRAND LARCENY: THEFT FROM BUILDING,2019,38.86209242,-77.06147753
4243,HIT AND RUN - UNATTENDED PROPERTY: DAMAGE ONLY,2019,38.90855803,-77.12930521
4244,PETIT LARCENY: THEFT FROM BUILDING,2019,38.863872799999996,-77.08018661
4245,GRAND LARCENY: POCKET PICKING,2019,38.88075835,-77.11374025
4246,"TAMPERING WITH VEHICLE (ENTER ONLY, NO DAMAGE OR THEFT)",2019,38.90790362,-77.14171241
4247,ROBBERY,2019,38.84632733,-77.07838602
4248,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.91084057,-77.13692373
4249,OBSTRUCTION OF JUSTICE/RESISTING ARREST/FLEEING FROM L.E.O./LYING TO L.E.O. RE: CRIME OF ANOTHER,2019,38.86428504,-77.05368505
4250,ROBBERY,2019,38.85152116,-77.05472248
4251,ASSAULT & BATTERY,2019,38.88588925,-77.09701074
4252,INTENTIONALLY DESTROY/DEFACE/DAMAGE PROPERTY $1000 (VANDALISM/DESTRUCTION OF PROPERTY),2019,38.88411475,-77.12700367
4253,POSSESSION OF MARIJUANA,2019,38.88485736,-77.10734628
4254,PUBLIC DRUNKENNESS (DRUNK IN PUBLIC),2019,38.88565848,-77.09421889
4255,"TAMPERING WITH VEHICLE (ENTER ONLY, NO DAMAGE OR THEFT)",2019,38.91034832,-77.14353718
4256,"TAMPERING WITH VEHICLE (ENTER ONLY, NO DAMAGE OR THEFT)",2019,38.90979389,-77.14424465
4257,ASSAULT & BATTERY: FAMILY MEMBER,2019,38.84883455,-77.09158467
4258,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.91416662,-77.14137057
4259,GRAND LARCENY: THEFT OF MOTOR VEHICLE PARTS,2019,38.84489592,-77.0725609
4260,DUI,2019,38.85371265,-77.10469263
4261,"TAMPERING WITH VEHICLE (ENTER ONLY, NO DAMAGE OR THEFT)",2019,38.91222929,-77.14529540000001
4262,ASSAULT & BATTERY: FAMILY MEMBER,2019,38.84512359,-77.05264393
4263,CREDIT CARD FRAUD =$500 W/IN 6 MONTHS,2019,38.85471315,-77.05602174
4264,"TAMPERING WITH VEHICLE (ENTER ONLY, NO DAMAGE OR THEFT)",2019,38.90888102,-77.14700222
4265,GRAND LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.88580558,-77.09600041
4266,INTENTIONALLY DESTROY/DEFACE/DAMAGE PROPERTY $1000 (VANDALISM/DESTRUCTION OF PROPERTY),2019,38.9065265,-77.10393108
4267,HIT AND RUN - UNATTENDED PROPERTY: DAMAGE ONLY,2019,38.8888999,-77.07672276
4268,SELL/GIVE/DISTRIBUTE/PWID MARIJUANA: MISDEMEANOR,2019,38.8459988,-77.07819915
4269,STRANGULATION,2019,38.86450776,-77.08169219
4270,PETIT LARCENY: ALL OTHER LARCENY,2019,38.86793727,-77.09938355
4271,GRAND LARCENY: THEFT FROM BUILDING,2019,38.88063935,-77.10927895
4272,INTENTIONALLY DESTROY/DEFACE/DAMAGE PROPERTY $1000 (VANDALISM/DESTRUCTION OF PROPERTY),2019,38.88328913,-77.11963259999999
4273,PETIT LARCENY: SHOPLIFTING,2019,38.86282171,-77.05927974
4274,POSSESSION OF FIREARM/AMMUNITION/EXPLOSIVE/CONCEALED WEAPON/STUN GUN OUTSIDE OF RESIDENCE BY FELON,2019,38.85281658,-77.11634738
4275,HIT AND RUN - UNATTENDED PROPERTY: DAMAGE ONLY,2019,38.86898834,-77.09666006
4276,PETIT LARCENY: SHOPLIFTING,2019,38.865194,-77.05973424
4277,"TAMPERING WITH VEHICLE (ENTER ONLY, NO DAMAGE OR THEFT)",2019,38.91197438,-77.14128368
4278,IDENTITY THEFT,2019,38.906009999999995,-77.14133492
4279,PETIT LARCENY: ALL OTHER LARCENY,2019,38.86314609,-77.06108543
4280,URINATING OR DEFACATING IN PUBLIC,2019,38.89099343,-77.08003704
4281,"HIT AND RUN - ATTENDED PROPERTY: DAMAGE $1,000",2019,38.86990397,-77.1080735
4282,PETIT LARCENY: THEFT FROM BUILDING,2019,38.85838408,-77.05473294
4283,PUBLIC SWEARING OR INTOXICATION (DRUNK IN PUBLIC),2019,38.89778793,-77.07194385
4284,DUI,2019,38.87559854,-77.08650518
4285,DRIVING W/SUSPENDED OR REVOKED LICENSE,2019,38.86479406,-77.06482188
4286,GRAND LARCENY: THEFT FROM BUILDING,2019,38.86618153,-77.08436102
4287,PUBLIC DRUNKENNESS (DRUNK IN PUBLIC),2019,38.89020367,-77.09473041
4288,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.90660301,-77.13887014
4289,"TAMPERING WITH VEHICLE (ENTER ONLY, NO DAMAGE OR THEFT)",2019,38.90891584,-77.13928283
4290,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.88798098,-77.14032316
4291,GIVE FALSE IDENTITY TO LAW ENFORCEMENT OFFICER WHILE DETAINED,2019,38.85311359,-77.11645666
4292,GRAND LARCENY: MOTOR VEHICLE THEFT,2019,38.88758372,-77.0866605
4293,PETIT LARCENY: THEFT FROM MOTOR VEHICLE 3+ OFFENSE,2019,38.87061937,-77.10623649
4294,PETIT LARCENY: ALL OTHER LARCENY,2019,38.88905466,-77.11232313
4295,PETIT LARCENY: SHOPLIFTING,2019,38.86487483,-77.05970867
4296,"TAMPERING WITH VEHICLE (ENTER ONLY, NO DAMAGE OR THEFT)",2019,38.89217216,-77.13335267
4297,IDENTITY THEFT,2019,38.84971008,-77.09964997
4298,GRAND LARCENY: THEFT FROM BUILDING,2019,38.88226838,-77.11079906
4299,PETIT LARCENY: ALL OTHER LARCENY,2019,38.87964508,-77.08437601
4300,"HIT AND RUN - ATTENDED PROPERTY: DAMAGE $1,000",2019,38.88060548,-77.109335
4301,PETIT LARCENY: SHOPLIFTING,2019,38.86276304,-77.05823997
4302,GRAND LARCENY: ALL OTHER LARCENY,2019,38.89766805,-77.10874616
4303,PETIT LARCENY: SHOPLIFTING,2019,38.86271254,-77.06185225
4304,GRAND LARCENY: ALL OTHER LARCENY,2019,38.87212614,-77.11063107
4305,HIT AND RUN - UNATTENDED PROPERTY: DAMAGE ONLY,2019,38.8501535,-77.07726035
4306,TRESPASSING,2019,38.86222325,-77.06202711
4307,ASSAULT & BATTERY,2019,38.88133022,-77.10986797
4308,INTENTIONALLY DESTROY/DEFACE/DAMAGE PROPERTY $1000 (VANDALISM/DESTRUCTION OF PROPERTY),2019,38.88572996,-77.12720464
4309,PETIT LARCENY: ALL OTHER LARCENY,2019,38.88197427,-77.110558
4310,GRAND LARCENY: ALL OTHER LARCENY,2019,38.88049973,-77.11339288
4311,HIT AND RUN - UNATTENDED PROPERTY: DAMAGE ONLY,2019,38.88655184,-77.09570723
4312,HIT AND RUN - UNATTENDED PROPERTY: DAMAGE ONLY,2019,38.87825448,-77.11139968
4313,GRAND LARCENY: THEFT FROM BUILDING,2019,38.89669003,-77.07985740000001
4314,PROFANE/THREATENING LANGUAGE VIA PHONE OR CB RADIO,2019,38.89794816,-77.08824526
4315,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.85494658,-77.0584439
4316,SHOPLIFTING: CONCEALING MERCHANDISE/ALTERING PRICE =$500,2019,38.86490113,-77.06242464
4317,PUBLIC DRUNKENNESS (DRUNK IN PUBLIC),2019,38.882501700000006,-77.1123413
4318,CREDIT CARD FRAUD =$500 W/IN 6 MONTHS,2019,38.89492125,-77.13129881
4319,FUGITIVE FROM JUSTICE MISDEMEANOR CHARGE,2019,38.84842815,-77.09603367
4320,HIT AND RUN - UNATTENDED PROPERTY: DAMAGE ONLY,2019,38.88168195,-77.12191631
4321,POSSESSION OF MARIJUANA,2019,38.83537261,-77.08625294
4322,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.88849668,-77.1384851
4323,PUBLIC DRUNKENNESS (DRUNK IN PUBLIC),2019,38.85846146,-77.06286109999999
4324,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.88605323,-77.11639498
4325,ROBBERY,2019,38.86442543,-77.06212386
4326,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.88403318,-77.14336056
4327,GRAND LARCENY: MOTOR VEHICLE THEFT,2019,38.855054200000005,-77.06178408
4328,"TAMPERING WITH VEHICLE (ENTER ONLY, NO DAMAGE OR THEFT)",2019,38.85702148,-77.05302421
4329,PUBLIC DRUNKENNESS (DRUNK IN PUBLIC),2019,38.89928156,-77.07432578
4330,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.85732086,-77.06456831
4331,TRESPASSING,2019,38.87882188,-77.10963319
4332,MANUF/SELL/GIVE/DISTRIBUTE/PWID CONTROL SUBSTANCE: FELONY,2019,38.88957051,-77.0844849
4333,"HIT AND RUN - ATTENDED PROPERTY: DAMAGE $1,000",2019,38.898523299999994,-77.07485335
4334,HIT AND RUN - UNATTENDED PROPERTY: DAMAGE ONLY,2019,38.89672345,-77.06878098
4335,PUBLIC SWEARING OR INTOXICATION (DRUNK IN PUBLIC),2019,38.88085797,-77.11651938
4336,USE COMPUTER FOR HARASSMENT,2019,38.86968157,-77.06948327
4337,PUBLIC SWEARING OR INTOXICATION (DRUNK IN PUBLIC),2019,38.85280436,-77.05537074
4338,ASSAULT & BATTERY,2019,38.88883659,-77.10258646
4339,OBTAINING MONEY BY FALSE PRETENSES $500,2019,38.88710866,-77.08386032
4340,ASSAULT & BATTERY: POLICE/FIRE/EMT/JUDGE/ETC OR BIAS MOTIVATED W/ BODILY INJURY,2019,38.89172541,-77.07013769
4341,GRAND LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.89908656,-77.08688106
4342,HIT AND RUN - UNATTENDED PROPERTY: DAMAGE ONLY,2019,38.89249037,-77.14544308
4343,HIT AND RUN - UNATTENDED PROPERTY: DAMAGE ONLY,2019,38.88133684,-77.10606023
4344,PROFANE/THREATENING LANGUAGE VIA PHONE OR CB RADIO,2019,38.89887101,-77.07179189
4345,INTENTIONALLY DESTROY/DEFACE/DAMAGE PROPERTY $1000 (VANDALISM/DESTRUCTION OF PROPERTY),2019,38.88159138,-77.10516649
4346,"HIT AND RUN - ATTENDED PROPERTY: INJURY/DEATH (*OTHER THAN PEDESTRIAN*) OR DAMAGE $1,000+",2019,38.867937299999994,-77.10939224
4347,GRAND LARCENY: MOTOR VEHICLE THEFT,2019,38.90351374,-77.13236886
4348,BURGLARY: W/ INTENT TO COMMIT LARCENY/ASSAULT & BATTERY/OTHER FELONY,2019,38.86242758,-77.0903169
4349,INTENTIONALLY DESTROY/DEFACE/DAMAGE PROPERTY $1000 (VANDALISM/DESTRUCTION OF PROPERTY),2019,38.87465735,-77.10318762
4350,PERSON 21YO DRIVING AFTER ILLEGALLY CONSUMING ALCOHOL,2019,38.86729925,-77.06428489
4351,GRAND LARCENY: THEFT OF MOTOR VEHICLE PARTS,2019,38.89533323,-77.0932959
4352,GRAND LARCENY: ALL OTHER LARCENY,2019,38.86065244,-77.07555033
4353,GRAND LARCENY: MOTOR VEHICLE THEFT,2019,38.90926344,-77.13587613
4354,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.89899291,-77.12424456
4355,"TAMPERING WITH VEHICLE (ENTER ONLY, NO DAMAGE OR THEFT)",2019,38.84851362,-77.05273351
4356,ASSAULT & BATTERY,2019,38.86141019,-77.08261645
4357,BURGLARY: W/ INTENT TO COMMIT OTHER MISDEMEANOR,2019,38.88678662,-77.09168229
4358,GRAND LARCENY: THEFT FROM BUILDING,2019,38.88087235,-77.11501548
4359,GRAND LARCENY: SHOPLIFTING,2019,38.85988303,-77.09417039
4360,IDENTITY THEFT,2019,38.89041373,-77.08728957
4361,INTENTIONALLY DESTROY/DEFACE/DAMAGE PROPERTY $1000 (VANDALISM/DESTRUCTION OF PROPERTY),2019,38.86024992,-77.11127756
4362,IDENTITY THEFT,2019,38.86487929,-77.07162921
4363,GRAND LARCENY: ALL OTHER LARCENY,2019,38.85354036,-77.0872517
4364,ASSAULT & BATTERY,2019,38.87709353,-77.09106842
4365,OBTAINING MONEY = $500 OR SIGNATURE BY FALSE PRETENSES,2019,38.91287235,-77.13874568
4366,PETIT LARCENY: SHOPLIFTING,2019,38.86347322,-77.08553145
4367,PUBLIC DRUNKENNESS (DRUNK IN PUBLIC),2019,38.8857682,-77.09476523
4368,PUBLIC SWEARING OR INTOXICATION (DRUNK IN PUBLIC),2019,38.87942596,-77.11299836
4369,INTENTIONALLY DESTROY/DEFACE/DAMAGE PROPERTY $1000 (VANDALISM/DESTRUCTION OF PROPERTY),2019,38.84545694,-77.08192384
4370,THREAT: TO EXTORT MONEY,2019,38.89223685,-77.07481441
4371,OBTAINING MONEY BY FALSE PRETENSES $500,2019,38.87374691,-77.10518396
4372,TAMPERING WITH VEHICLE (WITH DAMAGE/VANDALISM),2019,38.90669826,-77.11735585
4373,GRAND LARCENY: ALL OTHER LARCENY,2019,38.89096082,-77.0817496
4374,POSSESSION OF MARIJUANA,2019,38.86400029,-77.08651951
4375,"HIT AND RUN - ATTENDED PROPERTY: DAMAGE $1,000",2019,38.89761273,-77.12554604
4376,PETIT LARCENY: THEFT OF MOTOR VEHICLE PARTS,2019,38.86190074,-77.10537067
4377,ASSAULT & BATTERY,2019,38.89296313,-77.12564568
4378,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.86265339,-77.06172108
4379,ASSAULT & BATTERY: FAMILY MEMBER,2019,38.866704399999996,-77.08663931
4380,FAIL TO ID; LOITERING,2019,38.86312647,-77.05710901
4381,PUBLIC DRUNKENNESS (DRUNK IN PUBLIC),2019,38.87805443,-77.1014165
4382,HIT AND RUN - UNATTENDED PROPERTY: DAMAGE ONLY,2019,38.84430838,-77.06987688
4383,OBTAINING MONEY = $500 OR SIGNATURE BY FALSE PRETENSES,2019,38.89083970000001,-77.0844291
4384,POSSESSION OF MARIJUANA,2019,38.838123700000004,-77.08395967
4385,PUBLIC SWEARING OR INTOXICATION (DRUNK IN PUBLIC),2019,38.84402981,-77.06848335
4386,GRAND LARCENY: SHOPLIFTING,2019,38.86433825,-77.06199176
4387,PETIT LARCENY: THEFT FROM BUILDING,2019,38.87923051,-77.10680759
4388,PETIT LARCENY: ALL OTHER LARCENY,2019,38.86263788,-77.10574845
4389,INTENTIONALLY DESTROY/DEFACE/DAMAGE PROPERTY $1000 (VANDALISM/DESTRUCTION OF PROPERTY),2019,38.87987717,-77.1332578
4390,DUI,2019,38.86060139,-77.08931356
4391,GIVE FALSE IDENTITY TO LAW ENFORCEMENT OFFICER WHILE DETAINED,2019,38.86735762,-77.06726985
4392,PUBLIC DRUNKENNESS (DRUNK IN PUBLIC),2019,38.86463906,-77.06226646
4393,HIT AND RUN - UNATTENDED PROPERTY: DAMAGE ONLY,2019,38.84941326,-77.11299692
4394,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.87859877,-77.09722733
4395,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.89873635,-77.14801662
4396,"TAMPERING WITH VEHICLE (ENTER ONLY, NO DAMAGE OR THEFT)",2019,38.90086249,-77.15074782
4397,POSSESSION OF FIREARM/AMMUNITION/EXPLOSIVE/CONCEALED WEAPON/STUN GUN OUTSIDE OF RESIDENCE BY FELON,2019,38.8470426,-77.07874719
4398,"TAMPERING WITH VEHICLE (ENTER ONLY, NO DAMAGE OR THEFT)",2019,38.8790146,-77.08681488
4399,"TAMPERING WITH VEHICLE (ENTER ONLY, NO DAMAGE OR THEFT)",2019,38.90076951,-77.14912134
4400,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.8812836,-77.09368254
4401,"TAMPERING WITH VEHICLE (ENTER ONLY, NO DAMAGE OR THEFT)",2019,38.89907391,-77.15266973
4402,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.8944223,-77.07761559
4403,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.88338302,-77.09450212
4404,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.89718926,-77.15196832
4405,"TAMPERING WITH VEHICLE (ENTER ONLY, NO DAMAGE OR THEFT)",2019,38.88499642,-77.08470413
4406,"TAMPERING WITH VEHICLE (ENTER ONLY, NO DAMAGE OR THEFT)",2019,38.86187581,-77.09315866
4407,INTENTIONALLY DESTROY/DEFACE/DAMAGE PROPERTY $1000 (VANDALISM/DESTRUCTION OF PROPERTY),2019,38.86498958,-77.08333144
4408,GRAND LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.89452037,-77.07733727
4409,GRAND LARCENY: THEFT FROM BUILDING,2019,38.87787733,-77.11187752
4410,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.90712728,-77.15678584
4411,GRAND LARCENY: MOTOR VEHICLE THEFT,2019,38.9123896,-77.11786097
4412,OBTAINING MONEY = $500 OR SIGNATURE BY FALSE PRETENSES,2019,38.88050416,-77.10941679999999
4413,GRAND LARCENY: SHOPLIFTING,2019,38.86139676,-77.05878881
4414,FORGING/UTTERING ANY WRITING OTHER THAN PUBLIC RECORD/CURRENCY,2019,38.86202819,-77.06047990000002
4415,PETIT LARCENY: THEFT OF MOTOR VEHICLE PARTS,2019,38.89082395,-77.08632955
4416,PETIT LARCENY: THEFT FROM BUILDING,2019,38.86355982,-77.0582219
4417,PETIT LARCENY: ALL OTHER LARCENY,2019,38.90113503,-77.14082094
4418,PETIT LARCENY: SHOPLIFTING,2019,38.86531881,-77.06203198
4419,"HIT AND RUN - ATTENDED PROPERTY: DAMAGE $1,000",2019,38.86212192,-77.08706017
4420,PETIT LARCENY: ALL OTHER LARCENY,2019,38.84844737,-77.05533764
4421,FORCIBLE SODOMY,2019,38.88553047,-77.09494528
4422,OBTAINING MONEY = $500 OR SIGNATURE BY FALSE PRETENSES,2019,38.89746666,-77.07899236
4423,PETIT LARCENY: THEFT FROM MOTOR VEHICLE,2019,38.8927843,-77.13073792
4424,SEXUAL BATTERY,2019,38.88036691,-77.11171741
4425,BURGLARY: BREAK & ENTER AT NIGHT W/ INTENT TO COMMIT A FELONY OR LARCENY,2019,38.89424201,-77.14896199
4426,PETIT LARCENY: THEFT FROM BUILDING,2019,38.86204715,-77.07568713
4427,ASSAULT & BATTERY: FAMILY MEMBER,2019,38.86849006,-77.08625093
4428,ASSAULT & BATTERY: POLICE/FIRE/EMT/JUDGE/ETC OR BIAS MOTIVATED W/ BODILY INJURY,2019,38.86220003,-77.08089096
4429,POSSESSION OF SCHEDULE III/IV/V/VI/CANNABIMIMETIC AGENT,2019,38.88766138,-77.14319369
4430,POSSESSION OF MARIJUANA,2019,38.86328094,-77.08857761
4431,STRANGULATION,2019,38.88970952,-77.12346971
